,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
1841,31/12/2014,2014,132447,60145,72302,12212,30485,3619,12212,3613,NA,NA,17773,68,296834,90270,206564,5,75778,8603,5186.913,33606,37282,14527,27121,14984,14527,0,31338,-18337,-7737,NA,NA,NA,NA,6442,5,75778,T US EQUITY
1842,31/12/2015,2015,146801,67046,79755,24785,46801,7005,24785,4120,NA,NA,19289,118,402672,123640,279032,4,118515,5121,6144.9398,35992,47816,16532,35498,21047,16532,0,35880,-49144,9782,NA,NA,NA,NA,13345,4,118515,T US EQUITY
1843,31/12/2016,2016,163786,76884,86902,24347,50194,6479,24347,4910,NA,NA,20661,95,403821,124110,279711,4,113681,5788,6138.9939,38369,50576,16794,36225,22027,16794,0,38442,-23318,-14462,NA,NA,NA,NA,12976,4,113681,T US EQUITY
1844,31/12/2017,2017,160546,77810,82736,19970,44357,-14708,19970,6300,0,6300,19761,NA,444097,142007,302090,2,125972,50498,6139.4245,79146,81389,16522,38802,24439,16522,0,38010,-18943,25930,NA,NA,NA,NA,29450,2,125972,T US EQUITY
1845,31/12/2018,2018,170756,79419,91337,26096,54526,4920,26096,7957,0,7957,20102,NA,531864,193884,337980,3065,166250,5204,7281.6285,51427,64420,26472,48217,27018,26472,0,43602,-63145,-25989,NA,NA,NA,NA,19370,3065,166250,T US EQUITY
1846,31/12/2004,2004,1791.88,1068.007,723.873,193.297,317.605,22.737,193.297,18.752,15.387,3.365,118.579,NA,1922.562,1133.564,788.998,NA,398.932,284.578,194.253,805.826,276.558,223.491,62.006,62.006,223.491,262.996,254.828,-292.909,18.784,NA,NA,NA,NA,165.237,5.147,398.932,TER US EQUITY
1847,31/12/2005,2005,1075.2321,663.464,411.7681,-64.054,27.114,-19.68,-64.054,16.229,17.79,-1.561,85.27,NA,1859.7321,1242.666,617.066,NA,0,694.741,197.011,1094.942,515.495,232.462,48.012,48.012,232.462,142.706,14.322,181.175,-63.945,NA,NA,NA,NA,90.648,302.829,0,TER US EQUITY
1848,31/12/2006,2006,1356.249,704.367,651.882,166.434,239.516,27.869,166.434,11.06,44.624,-33.564,68.253,NA,1721.055,1361.187,359.868,NA,NA,615.791,188.952,889.41,259.716,158.939,40.082,40.082,158.939,93.07,464.737,196.179,-418.939,NA,NA,NA,NA,198.757,NA,NA,TER US EQUITY
1849,31/12/2007,2007,1102.28,588.847,513.433,41.548,109.043,7.36,41.548,0.689,35.893,-35.204,59.384,NA,1555.288,1229.174,326.114,NA,0,637.964,173.088,944.933,223.234,189.487,57.426,57.426,189.487,80.313,128.187,116.653,-250.494,NA,NA,NA,NA,77.711,0,0,TER US EQUITY
1850,31/12/2008,2008,1107.042,608.85,498.192,13.309,108.069,12.577,13.309,14.236,12.558,1.678,142.51,NA,1241.655,709.719,531.936,NA,0,322.705,169.651,685.061,366.963,109.625,61.164,61.164,109.625,168.451,163.935,-449.098,45.497,NA,NA,NA,NA,-394.227,NA,NA,TER US EQUITY
1851,31/12/2009,2009,777.425,477.979,299.446,-124.854,-20.443,-8.521,-124.854,22.447,3.417,19.03,58.594,NA,1235.337,664.579,570.758,2.157,141.1,463.67,174.908,762.292,283.357,125.236,122.121,66.765,125.236,90.836,121.865,-93.93,66.097,NA,NA,NA,NA,-133.837,2.157,141.1,TER US EQUITY
1852,31/12/2010,2010,1566.162,708.579,857.583,414.937,508.453,16.655,414.937,24.451,5.861,18.59,52.81,NA,1810.355,1122.188,688.167,0,71.558,806.798,182.035,1176.618,363.704,168.756,194.981,81.142,168.756,116.841,566.286,-627.66,42.374,NA,NA,NA,NA,384.82,0,71.558,TER US EQUITY
1853,31/12/2011,2011,1429.061,717.238,711.823,231.498,335.876,-129.536,231.498,23.694,6.617,17.077,51.04,NA,2188.639,1505.06,683.579,0,159.956,670.238,183.587,1099.887,373.684,129.33,161.129,69.842,129.33,160.063,273.764,-81.457,-16.308,NA,NA,NA,NA,369.873,0,159.956,TER US EQUITY
1854,31/12/2012,2012,1656.75,770.713,886.037,287.368,432.882,48.927,287.368,25.482,4.09,21.392,55.049,NA,2429.345,1778.355,650.99,0,171.059,770.436,187.908,1236.061,297.828,153.423,156.894,58.324,153.423,139.41,403.081,-602.489,-35.408,NA,NA,NA,NA,217.049,0,171.059,TER US EQUITY
1855,31/12/2013,2013,1427.933,619.132,808.801,190.659,341.346,36.975,190.659,26.097,4.129,21.968,57.317,NA,2629.824,1985.094,644.73,0,0,928.52,191.731,1440.277,475.632,157.642,169.853,62.874,157.642,137.939,268.71,-283.341,17.349,NA,NA,NA,NA,164.947,0,0,TER US EQUITY
1856,31/12/2014,2014,1647.824,769.016,878.808,96.423,248.967,14.104,96.423,6.934,6.259,0.675,73.39,NA,2538.52,2078.98,459.54,NA,0,828.043,216.613,1243.846,291.551,151.034,219.053,47.763,151.034,105.129,492.062,-332.873,-206.571,NA,NA,NA,NA,81.272,0,0,TER US EQUITY
1857,31/12/2015,2015,1639.578,723.935,915.643,242.969,383.742,46.647,242.969,1.876,7.214,-5.338,68.181,NA,2548.674,1965.786,582.888,0,0,742.401,203.641,1259.968,372.857,211.293,271.83,92.358,211.293,153.588,423.076,-113.722,-338.905,NA,NA,NA,NA,206.477,0,0,TER US EQUITY
1858,31/12/2016,2016,1753.25,793.683,959.567,-60.015,59.994,-11.639,-60.015,3.637,9.296,-5.659,64.782,NA,2762.493,1828.659,933.834,NA,352.669,1178.908,199.177,1623.803,372.696,192.444,287.168,95.362,192.444,135.958,455.197,-640.462,228.444,NA,NA,NA,NA,-43.421,0,352.669,TER US EQUITY
1859,31/12/2017,2017,2136.606,915.153,1221.453,525.343,633.418,266.72,525.343,21.663,17.805,3.858,66.122,NA,3109.545,1953.646,1155.899,0,365.987,1777.822,195.548,2270.281,454.336,272.783,346.225,86.393,272.783,107.525,626.495,-262.801,-241.735,NA,NA,NA,NA,257.692,0,365.987,TER US EQUITY
1860,31/12/2018,2018,2100.802,880.408,1220.394,473.797,587.021,16.022,473.797,31.269,26.704,4.565,67.415,NA,2706.606,1522.354,1184.252,0,379.981,1116.848,175.522,1732.482,476.287,291.267,363.711,100.688,291.267,153.541,476.881,923.01,-902.982,NA,NA,NA,NA,451.779,0,379.981,TER US EQUITY
1861,31/12/2004,2004,8706,NA,NA,51,439,286,51,333,NA,NA,368,20,10081,1699,8382,NA,4395,771,467.236,3996,2114,1692,937,937,1692,188,-82,-12,129,NA,NA,NA,NA,-2806,38,4367,THC US EQUITY
1862,31/12/2005,2005,7989,NA,NA,240,572,-84,240,404,NA,404,306,59,9812,1021,8791,NA,4784,1378,469.71,3508,2292,1525,857,857,1525,190,763,-392,348,NA,NA,NA,NA,-724,17,4761,THC US EQUITY
1863,31/12/2006,2006,7951,NA,NA,358,695,-262,358,408,NA,408,309,62,8539,264,8275,NA,4760,823,471.585,3025,1925,1413,775,775,1413,184,-462,-379,252,NA,NA,NA,NA,-803,NA,NA,THC US EQUITY
1864,31/12/2007,2007,7606,NA,NA,319,681,-63,319,419,NA,419,338,47,8393,54,8339,NA,4771,592,474.379,2560,2048,1385,780,780,1385,183,326,-520,-18,NA,NA,NA,NA,-89,NA,NA,THC US EQUITY
1865,31/12/2008,2008,7957,NA,NA,311,682,-25,311,418,NA,NA,NA,22,8174,147,8027,NA,4778,523,477.173,2709,1949,1337,686,686,1337,161,208,-274,1,NA,NA,NA,NA,25,NA,NA,THC US EQUITY
1866,31/12/2009,2009,8318,NA,NA,538,924,-23,538,445,0,445,342,NA,7953,697,7256,0,4272,703,481.135,2472,1783,1158,1312,739,1158,153,425,-125,-117,NA,NA,NA,NA,187,0,4272,THC US EQUITY
1867,31/12/2010,2010,8265,NA,NA,634,1014,-977,634,424,NA,NA,NA,5,8500,1819,6681,0,3997,405,485.784,2311,1725,1143,1206,720,1143,156,472,-420,-337,NA,NA,NA,NA,1143,0,3997,THC US EQUITY
1868,31/12/2011,2011,8654,NA,NA,653,1051,61,653,375,NA,NA,NA,3,8462,1508,6954,0,4294,113,415.0259,2357,1815,1278,1312,760,1278,161,497,-503,-286,NA,NA,NA,NA,82,0,4294,THC US EQUITY
1869,31/12/2012,2012,9119,NA,NA,749,1179,125,749,412,NA,NA,NA,1,9044,1234,7810,0,5158,364,104.633,2681,1763,1345,1262,722,1345,153,593,-662,320,NA,NA,NA,NA,152,0,5158,THC US EQUITY
1870,31/12/2013,2013,11102,NA,NA,663,1208,-65,663,474,NA,NA,NA,1,16450,1218,15232,NA,10696,113,96.86,3692,3093,1890,1905,1085,1890,260,589,-2164,1324,NA,NA,NA,NA,-134,0,10696,THC US EQUITY
1871,31/12/2014,2014,16603,NA,NA,925,1774,49,925,754,NA,NA,NA,NA,17951,1186,16765,0,11505,193,98.382,3970,3577,2404,2270,1179,2404,276,687,-1322,715,NA,NA,NA,NA,12,0,11505,THC US EQUITY
1872,31/12/2015,2015,18634,NA,NA,957,1754,68,957,912,0,912,NA,1,23682,3224,20458,0,14383,356,98.495,5171,4308,2704,2759,1380,2704,309,1026,-1317,454,NA,NA,NA,NA,-140,0,14383,THC US EQUITY
1873,31/12/2016,2016,19621,NA,NA,1088,1938,67,1088,979,0,979,NA,8,24701,3475,21226,0,15064,716,99.686,5257,4034,2897,2411,1329,2897,326,558,-430,232,NA,NA,NA,NA,-192,0,15064,THC US EQUITY
1874,31/12/2017,2017,19179,NA,NA,969,1839,219,969,1028,0,1028,NA,NA,23385,2405,20980,0,14791,611,100.972,5573,4332,2616,2279,1175,2616,289,1200,21,-1326,NA,NA,NA,NA,-704,0,14791,THC US EQUITY
1875,31/12/2018,2018,18313,NA,NA,1497,2299,176,1497,1004,0,1004,NA,NA,22409,2107,20302,0,14644,411,102.537,4636,3857,2595,2285,1207,2595,305,1049,-115,-1134,NA,NA,NA,NA,111,0,14644,THC US EQUITY
1876,31/12/2004,2004,4513.671,3675.086,838.585,250.662,460.093,64.123,250.662,50.834,1.397,49.437,200.631,NA,3938.5,1269.848,2668.652,NA,620.634,50.967,90.5043,1733.291,1041.327,717.425,520.259,520.259,717.425,874.833,139.067,-108.581,-8.145,NA,NA,NA,NA,135.656,NA,NA,TKR US EQUITY
1877,31/12/2005,2005,4823.167,3823.21,999.957,353.053,562.709,112.882,353.053,51.585,3.437,48.148,199.902,NA,3993.7339,1497.067,2496.6671,NA,561.747,65.417,93.0059,1983.309,1071.326,657.237,470.966,470.966,657.237,900.294,318.701,-242.802,-61.449,NA,NA,NA,NA,260.281,NA,NA,TKR US EQUITY
1878,31/12/2006,2006,4973.365,3967.521,1005.844,219.35,415.942,77.795,219.35,49.387,4.605,44.782,185.986,NA,4031.533,1476.18,2555.353,NA,547.39,101.072,94.1644,1900.28,835.569,673.428,506.301,506.301,673.428,952.31,336.928,-130.868,-170.405,NA,NA,NA,NA,222.527,NA,NA,TKR US EQUITY
1879,31/12/2007,2007,5236.02,4182.186,1053.834,317.645,535.998,62.868,317.645,0.0427,7.045,-7.0023,206.224,NA,4379.237,1960.669,2418.568,NA,580.587,30.144,95.8085,2045.251,904.422,748.483,528.052,528.052,748.483,1087.712,336.668,-496.57,88.974,NA,NA,NA,NA,220.054,NA,NA,TKR US EQUITY
1880,31/12/2008,2008,5040.8,3888.947,1151.853,494.722,695.521,157.062,494.722,44.401,5.792,38.609,186.34,NA,4536.05,1663.038,2873.012,NA,515.25,133.383,96.5466,2033.465,798.313,575.915,423.523,423.523,575.915,1000.493,577.619,-320.695,-166.425,NA,NA,NA,NA,267.67,NA,NA,TKR US EQUITY
1881,31/12/2009,2009,3141.627,2558.88,582.747,-54.111,147.389,-28.193,-54.111,41.883,1.904,39.979,188.711,NA,4006.893,1595.568,2411.325,26.345,469.287,755.545,96.8541,2022.56,540.433,411.226,497.053,355.228,411.226,671.236,587.7,194.2,-159.8,NA,NA,NA,NA,-133.961,26.345,469.287,TKR US EQUITY
1882,31/12/2010,2010,4055.5,3033.8,1021.7,436.2,625.9,136,436.2,38.2,3.7,34.5,179.6,NA,4180.4,1941.8,2238.6,22.4,481.7,877.1,97.445,2399.2,711,516.6,506.3,263.5,516.6,828.5,312.7,-152.9,-38.2,NA,NA,NA,NA,274.8,22.4,481.7,TKR US EQUITY
1883,31/12/2011,2011,5170.2,3800.5,1369.7,729.1,921.6,240.2,729.1,36.8,5.6,31.2,178.5,NA,4327.4,2042.5,2284.9,22,478.8,464.8,97.6668,2292.9,819.9,645.5,592.1,287.3,645.5,964.4,211.7,-508,-116,NA,NA,NA,NA,454.3,22,478.8,TKR US EQUITY
1884,31/12/2012,2012,4987,3620.7,1366.3,692.9,890.9,270.1,692.9,31.1,2.9,28.2,179,NA,4244.2,2246.6,1997.6,14.3,455.1,586.4,95.8982,2162,667.8,546.7,463.6,216.2,546.7,862.1,624.1,-297.7,-204.8,NA,NA,NA,NA,495.5,14.3,455.1,TKR US EQUITY
1885,31/12/2013,2013,3035.4,2167,868.4,305.9,448.3,114.6,305.9,24.4,1.9,22.5,124.7,NA,4477.9,2648.6,1829.3,18.6,176.4,384.6,93.1227,1937.5,980.1,444,377.7,139.9,444,582.6,430,-376,-255.8,NA,NA,NA,NA,262.7,18.6,176.4,TKR US EQUITY
1886,31/12/2014,2014,3076.2,2178.2,898,208.4,345.4,54.7,208.4,28.7,4.4,24.3,115.5,NA,3001.4,1589.1,1412.3,7.4,522.1,278.8,88.5918,1481.9,533.8,475.7,370.8,143.9,475.7,585.5,307,-194.7,-218.1,NA,NA,NA,NA,170.8,7.4,522.1,TKR US EQUITY
1887,31/12/2015,2015,2872.3,2078.4,793.9,-151.4,-20.6,-121.6,-151.4,33.4,2.7,30.7,94.6,NA,2785.3,1344.6,1440.7,62,580.6,129.6,80.2631,1206.4,505.3,454.6,275.1,159.7,454.6,543.2,374.8,-265.2,-258.8,NA,NA,NA,NA,-70.8,62,580.6,TKR US EQUITY
1888,31/12/2016,2016,2669.8,2001.3,668.5,174.5,306.2,60.5,174.5,33.5,1.9,31.6,95.5,NA,2763.2,1310.9,1452.3,19.2,635,148.8,77.4496,1211.9,452.7,438,279,176.2,438,553.7,403.9,-211,-173.7,NA,NA,NA,NA,140.8,19.2,635,TKR US EQUITY
1889,31/12/2017,2017,3003.8,2193.4,810.4,284.7,422.4,57.6,284.7,37.1,2.9,34.2,97.7,NA,3402.4,1474.9,1927.5,105.4,854.2,121.6,77.703,1500.1,671.7,524.9,402.9,265.2,524.9,738.9,236.8,-448.7,184.7,NA,NA,NA,NA,203.4,105.4,854.2,TKR US EQUITY
1890,31/12/2018,2018,3580.8,2540.7,1040.1,454.5,600.5,102.6,454.5,51.7,2.1,49.6,99.2,NA,4445.2,1642.7,2802.5,33.6,1638.6,132.5,75.9539,1737.2,685.6,546.6,471.6,273.2,546.6,835.7,332.5,-865.2,540.4,NA,NA,NA,NA,302.8,33.6,1638.6,TKR US EQUITY
1891,31/12/2004,2004,3071.5,NA,NA,777.3,NA,245.1,NA,56.5,NA,NA,NA,577,14252.2,3419.8,10832.4,NA,540.1,8813.6,NA,NA,NA,226.6,NA,NA,NA,NA,767.1,-499.2,-269.9,NA,NA,NA,NA,468.6,NA,NA,TMK US EQUITY
1892,31/12/2005,2005,3125.91,NA,NA,792.455,NA,236.131,NA,60.934,NA,NA,NA,603.068,14768.903,3432.768,11336.135,NA,353.263,8974.249,NA,NA,NA,225.487,NA,NA,NA,NA,857.457,-498.958,-349.853,NA,NA,NA,NA,495.39,NA,NA,TMK US EQUITY
1893,31/12/2006,2006,3421.178,NA,NA,846.706,NA,254.939,NA,73.136,NA,NA,NA,628.746,14980.355,3459.193,11521.162,NA,597.537,9300.171,NA,NA,NA,246.927,NA,NA,NA,NA,865.301,-520.601,-347.281,NA,NA,NA,NA,518.631,NA,NA,TMK US EQUITY
1894,31/12/2007,2007,3486.697,NA,NA,864.369,NA,269.27,NA,67.564,NA,NA,NA,648.826,15241.428,3324.627,11916.801,NA,598.012,9357.363,NA,NA,NA,269.533,NA,NA,NA,NA,849.997,-502.596,-344.019,NA,NA,NA,NA,527.535,NA,NA,TMK US EQUITY
1895,31/12/2008,2008,3326.918,NA,NA,724.486,NA,208.998,NA,63.229,NA,NA,NA,671.495,13529.05,2222.907,11306.143,NA,499.049,7994.54,NA,NA,NA,327.752,NA,NA,NA,NA,730.611,-432.248,-272.061,NA,NA,NA,NA,452.259,NA,NA,TMK US EQUITY
1896,31/12/2009,2009,3115.073,NA,NA,647.008,NA,191.024,NA,69.932,NA,NA,NA,632.54,16023.759,3398.891,12624.868,NA,563.05,9633.263,NA,NA,NA,361.148,NA,NA,NA,NA,976.113,-937.099,146.504,NA,NA,NA,NA,404.953,NA,NA,TMK US EQUITY
1897,31/12/2010,2010,3367.632,NA,NA,854.096,NA,256.274,NA,75.529,NA,NA,NA,676.364,16159.762,4016.241,12143.521,NA,590.643,11125.393,NA,NA,NA,414.18,NA,NA,NA,NA,1028.593,-557.641,-337.191,NA,NA,NA,NA,517.064,NA,NA,TMK US EQUITY
1898,31/12/2011,2011,3377.401,NA,NA,801.69,NA,226.166,NA,77.908,NA,NA,NA,693.028,16588.272,3859.631,12728.641,NA,790.571,11993.562,NA,NA,NA,445.874,NA,NA,NA,NA,859.464,-312.133,-828.897,NA,NA,NA,NA,497.161,NA,NA,TMK US EQUITY
1899,31/12/2012,2012,3589.516,NA,NA,846.505,NA,236.669,NA,80.512,NA,NA,NA,693.644,18776.91,4361.786,14415.124,NA,895.73,13697.763,NA,NA,NA,579.206,NA,NA,NA,NA,942.839,-698.039,-267.203,NA,NA,NA,NA,529.324,NA,NA,TMK US EQUITY
1900,31/12/2013,2013,3771.938,NA,NA,843.587,NA,234.654,NA,80.461,NA,NA,NA,709.743,18191.744,3776.342,14415.402,NA,990.865,12992.966,NA,NA,NA,531.141,NA,NA,NA,NA,1119.28,-614.378,-529.669,NA,NA,NA,NA,528.472,NA,NA,TMK US EQUITY
1901,31/12/2014,2014,3620.095,NA,NA,860.803,NA,256.603,NA,76.126,NA,NA,NA,758.286,20272.259,4697.466,15574.793,NA,992.13,14574.961,NA,NA,NA,532.735,NA,NA,NA,NA,864.708,-350.163,-485.469,NA,NA,NA,NA,542.939,NA,NA,TMK US EQUITY
1902,31/12/2015,2015,3766.065,NA,NA,842.829,NA,249.894,NA,76.642,NA,NA,NA,773.951,19853.213,4055.552,15797.661,NA,743.733,13874.173,NA,NA,NA,554.467,NA,NA,NA,NA,1120.05,-633.35,-491.336,NA,NA,NA,NA,527.1,NA,NA,TMK US EQUITY
1903,31/12/2016,2016,3934.629,NA,NA,855.58,NA,232.645,NA,83.345,NA,NA,NA,806.903,21436.087,4566.861,16869.226,NA,1133.165,15394.064,NA,NA,NA,607.602,NA,NA,NA,NA,1398.708,-1062.436,-321.492,NA,NA,NA,NA,549.779,NA,NA,TMK US EQUITY
1904,31/12/2017,2017,4155.573,NA,NA,915.18,NA,-627.615,NA,84.532,NA,NA,NA,847.885,23474.985,6231.421,17243.564,NA,1132.201,17214.959,NA,NA,NA,625.228,NA,NA,NA,NA,1429.058,-926.824,-459.834,NA,NA,NA,NA,1454.494,NA,NA,TMK US EQUITY
1905,31/12/2018,2018,4303.751,NA,NA,953.747,NA,162.161,NA,90.076,NA,NA,NA,882.512,23095.722,5415.177,17680.545,NA,1357.185,16482.246,NA,NA,NA,658.16,NA,NA,NA,NA,1277.647,-896.223,-378.961,NA,NA,NA,NA,701.466,NA,NA,TMK US EQUITY
1906,31/12/2004,2004,2205.995,1191.516,1014.479,242.362,308.503,40.852,242.362,10.979,9.021,1.958,43.31,NA,3576.725,2665.55,911.175,NA,226.07,512.255,160.5494,1469.654,578.728,469.553,131.175,131.175,469.553,336.711,264.51,34.153,-167.55,NA,NA,NA,NA,361.837,NA,NA,TMO US EQUITY
1907,31/12/2005,2005,2633.027,1438.079,1194.948,280.387,403.659,87.597,280.387,26.715,11.569,15.146,45.632,NA,4251.569,2793.312,1458.257,NA,468.63,294.987,162.4823,1353.9,791.662,565.564,153.475,153.475,565.564,359.392,270.913,-753.48,370.007,NA,NA,NA,NA,223.218,NA,NA,TMO US EQUITY
1908,31/12/2006,2006,3791.617,2223.557,1568.06,287.671,528.444,43.054,287.671,51.93,16.419,35.511,69.947,NA,21262.238,13911.827,7350.411,NA,2180.705,691.196,416.6051,3659.536,2152.321,1392.743,630.815,630.815,1392.743,1164.465,405.654,283.447,-235.993,NA,NA,NA,NA,168.935,NA,NA,TMO US EQUITY
1909,31/12/2007,2007,9746.4,5942,3804.4,1016.6,1773.4,101.7,1016.6,139.8,46.5,93.3,185.7,NA,21207.4,14488.3,6719.1,NA,2045.9,639.2,415.238,3665.3,1901.6,1450,676.9,676.9,1450,1169.9,1483.5,-586,-939.8,NA,NA,NA,NA,761.1,NA,NA,TMO US EQUITY
1910,31/12/2008,2008,10498,6291.8,4206.2,1229.4,2022.1,152.6,1229.4,151.5,51.7,99.8,189.9,NA,21090,14926.5,6163.5,NA,2027.4,1288,417.9658,4345.9,1540.2,1478.1,539.5,539.5,1478.1,1171.4,1420.2,-450,-314.8,NA,NA,NA,NA,980.9,NA,NA,TMO US EQUITY
1911,31/12/2009,2009,10109.7,6085,4024.7,1048.9,1836.2,75.8,1048.9,118.1,16.1,102,190.3,NA,21625,15430.9,6194.1,0,2065.9,1571.2,409.3106,4530.9,1639.3,1409.6,1371.7,533.6,1409.6,1131.4,1659.2,-829.5,-546.1,NA,NA,NA,NA,850.3,0,2065.9,TMO US EQUITY
1912,31/12/2010,2010,10570.2,6273,4297.2,1206,1952,108.7,1206,84.7,12.5,72.2,191.3,NA,21349.4,15361,5988.4,0,2031.3,926,391.3699,4135,1709.8,1473.8,1442.3,546.7,1473.8,1172.9,1497.8,-858.9,-1285.9,NA,NA,NA,NA,1035.6,0,2031.3,TMO US EQUITY
1913,31/12/2011,2011,11558.8,6764.8,4794,1250.8,2110.4,109.4,1250.8,175.3,26.8,148.5,211.7,NA,26833.7,15038.1,11795.6,0,5755.2,1020.6,371.383,4821.9,3113.1,1763.7,1646.6,612.3,1763.7,1330.1,1691,-5142.2,3550.4,NA,NA,NA,NA,1329.9,0,5755.2,TMO US EQUITY
1914,31/12/2012,2012,12509.9,7214.4,5295.5,1482.1,2465.8,11,1482.1,241.6,25.2,216.4,236.1,NA,27444.6,15464.7,11979.9,0,7031.2,809.9,357.4438,4834.8,2093.3,1804.9,1802.9,641.4,1804.9,1443.3,2039.5,-1370.9,-879.3,NA,NA,NA,NA,1177.9,0,7031.2,TMO US EQUITY
1915,31/12/2013,2013,13090.3,7561.2,5529.1,1609.6,2609.5,40.4,1609.6,262.1,28,234.1,236.8,NA,31863.4,16856.1,15007.3,0,9499.6,5830.5,361.9614,9880.7,3126,1942.3,1932.9,691.5,1942.3,1494.5,2010.7,-263.3,3273,NA,NA,NA,NA,1273.3,0,9499.6,TMO US EQUITY
1916,31/12/2014,2014,16889.6,9397.6,7492,2503,4187.8,191.7,2503,479.9,47.7,432.2,353.1,NA,42852.1,20548.1,22304,0,12351.6,1352,400.4699,6539.8,5349.8,2473.6,2815.1,820.7,2473.6,1859.5,2619.6,-11782.7,4680.6,NA,NA,NA,NA,1894.4,0,12351.6,TMO US EQUITY
1917,31/12/2015,2015,16965,9209,7756,2336,4024,-44,2336,415,31,384,373,NA,40834.3,21350.2,19484.1,0,11420.2,452.1,399.6301,5741.2,4146.3,2544.9,2734.8,822.2,2544.9,1991.7,2942,-1093,-2747,NA,NA,NA,NA,1975,0,11420.2,TMO US EQUITY
1918,31/12/2016,2016,18274,9905,8369,2449,4207,-1,2449,469,48,421,380,NA,45908,21540,24368,0,15372,786,393.4479,7021,4866,3049,3003,926,3049,2213,3258,-5520,2607,NA,NA,NA,NA,2022,0,15372,TMO US EQUITY
1919,31/12/2017,2017,20918,11470,9448,2960,4993,201,2960,592,81,511,439,NA,56669,25413,31256,0,18873,1335,401.3146,9421,7048,3879,4055,1428,3879,2971,4005,-7729,4274,NA,NA,NA,NA,2225,0,18873,TMO US EQUITY
1920,31/12/2018,2018,24358,13501,10857,3783,6050,324,3783,667,137,530,526,NA,56232,27586,28646,0,17719,2103,402.1217,10625,6147,4136,3922,1615,4136,3005,4543,-1253,-2534,NA,NA,NA,NA,2938,0,17719,TMO US EQUITY
1921,31/12/2004,2004,1289.845,NA,NA,533.783,578.093,196.523,538.075,NA,0,NA,NA,3.775,1928.825,1697.3,231.525,NA,0,828.984,129.6077,NA,NA,158.342,NA,NA,NA,NA,374.28,-75.865,-35.198,NA,NA,NA,NA,337.26,NA,NA,TROW US EQUITY
1922,31/12/2005,2005,1540.559,NA,NA,679.391,725.695,248.462,683.423,NA,0,NA,NA,4.279,2310.546,2036.102,274.444,NA,0,1182.664,131.6784,NA,NA,175.03,NA,NA,NA,NA,539.482,-91.631,-144.012,NA,NA,NA,NA,430.929,NA,NA,TROW US EQUITY
1923,31/12/2006,2006,1891,NA,NA,858.3,909.8,328.7,862.9,4.3,0,NA,NA,5.4,2765.3,2426.9,338.4,NA,0,1535.4,264.9599,NA,NA,223.5,NA,NA,NA,NA,593.2,-421.2,-202.6,NA,NA,NA,NA,529.6,NA,NA,TROW US EQUITY
1924,31/12/2007,2007,2313.5,NA,NA,1076.8,1135.6,406.2,1081.6,4.8,0,NA,NA,5.9,3177.3,2777.1,400.2,NA,0,1787.3,264.605,NA,NA,265.3,NA,NA,NA,NA,758,-344.7,-401.2,NA,NA,NA,NA,670.6,NA,NA,TROW US EQUITY
1925,31/12/2008,2008,2069,NA,NA,796.2,863.5,305.4,801.2,5,0,NA,NA,6.4,2819.4,2488.8,330.6,NA,0,1340.5,256.856,NA,NA,177.3,NA,NA,NA,NA,741.8,-125,-782.8,NA,NA,NA,NA,490.8,NA,NA,TROW US EQUITY
1926,31/12/2009,2009,1867.4,NA,NA,701.6,767.3,255.3,701.6,NA,0,NA,65.2,NA,3210.3,2882.2,328.1,0,0,743.3,258.534,NA,NA,246.2,NA,NA,NA,NA,535.6,-166.7,-244.7,NA,NA,NA,NA,433.6,0,0,TROW US EQUITY
1927,31/12/2010,2010,2367.2,NA,NA,1036.5,1099.5,397.8,1036.5,NA,0,NA,62.6,NA,3642,3296.5,345.5,0,0,813.1,258.76,NA,NA,307.9,NA,NA,NA,NA,732.8,-276.9,-386.1,NA,NA,NA,NA,672.2,0,0,TROW US EQUITY
1928,31/12/2011,2011,2747.1,NA,NA,1226.9,1299.3,477.4,1226.9,NA,0,NA,72,NA,3770.3,3420.7,349.6,0,0,897.9,253.272,NA,NA,304.5,NA,NA,NA,NA,948.4,-165,-698.6,NA,NA,NA,NA,773.2,0,0,TROW US EQUITY
