,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
1929,31/12/2012,2012,3022.5,NA,NA,1364.3,1445.2,551.5,1364.3,NA,0,NA,80.9,NA,4202.8,3846.1,356.7,0,0,879.1,257.018,NA,NA,353.9,NA,NA,NA,NA,902.8,-310.1,-611.5,NA,NA,NA,NA,883.6,0,0,TROW US EQUITY
1930,31/12/2013,2013,3484.2,NA,NA,1637.4,1728.4,652.7,1637.4,NA,0,NA,90.6,NA,5033.1,4818.1,215,0,0,1398,262.073,NA,NA,398.8,NA,NA,NA,NA,1233.2,-437.5,-276.8,NA,NA,NA,NA,1047.7,0,0,TROW US EQUITY
1931,31/12/2014,2014,3982.1,NA,NA,1890.9,2002.6,773.5,1890.9,NA,0,NA,111.7,NA,5644.4,5395.2,249.2,0,0,1506.1,261.11,NA,NA,442.8,NA,NA,NA,NA,1343.9,-443.4,-792.4,NA,NA,NA,NA,1229.6,0,0,TROW US EQUITY
1932,31/12/2015,2015,4200.6,NA,NA,1898.9,2025.2,779.4,1898.9,NA,0,NA,126.3,NA,5106.9,4762,344.9,0,0,1172.3,250.469,NA,NA,446,NA,NA,NA,NA,1530.5,109,-1973.3,NA,NA,NA,NA,1223,0,0,TROW US EQUITY
1933,31/12/2016,2016,4222.9,NA,NA,1733.4,1866.8,706.5,1733.4,NA,0,NA,133.4,NA,6225,5695.8,529.2,0,0,1204.9,244.784,NA,NA,455.1,NA,NA,NA,NA,170.5,106.2,-178.5,NA,NA,NA,NA,1215,0,0,TROW US EQUITY
1934,31/12/2017,2017,4854.9,NA,NA,2108.8,2252.4,923.9,2108.8,NA,0,NA,143.6,NA,7535.4,6817.2,718.2,0,0,1902.7,245.111,NA,NA,565.3,NA,NA,NA,NA,229.5,39,466.8,NA,NA,NA,NA,1497.8,0,0,TROW US EQUITY
1935,31/12/2018,2018,5372.6,NA,NA,2361.4,2520.9,615.9,2361.4,NA,0,NA,159.5,NA,7689.3,6864.6,824.7,0,0,1425.2,238.069,NA,NA,549.6,NA,NA,NA,NA,1619.9,-875.5,-1254.9,NA,NA,NA,NA,1837.5,0,0,TROW US EQUITY
1936,31/12/2004,2004,12580,6954,5626,2207,3756,560,2207,21,136,-115,1479,NA,16299,13063,3236,NA,368,6358,1718.1151,10190,1925,1696,1444,1444,1696,1256,3204,-1161,-1135,NA,NA,NA,NA,1861,11,299,TXN US EQUITY
1937,31/12/2005,2005,13392,7029,6363,2791,4349,664,2791,9,165,-156,1375,NA,15063,11937,3126,NA,360,5335,1596.5898,9185,2346,1812,750,750,1812,1273,3904,-1687,-3534,NA,NA,NA,NA,2324,NA,NA,TXN US EQUITY
1938,31/12/2006,2006,14255,6996,7259,3367,4588,987,3367,7,196,-189,1052,NA,13930,8736,2570,NA,0,3717,1450.0302,7854,2078,1774,560,560,1774,1437,2460,3075,-5566,NA,NA,NA,NA,4341,43,0,TXN US EQUITY
1939,31/12/2007,2007,13835,6502,7333,3497,4567,1051,3497,1,157,-156,1022,NA,12667,7304,2692,NA,0,2924,1343.2108,6918,2025,1742,657,657,1742,1418,4406,215,-4476,NA,NA,NA,NA,2657,0,0,TXN US EQUITY
1940,31/12/2008,2008,12501,6256,6245,2691,3750,561,2691,0,76,-76,1020,NA,11923,9326,2597,NA,0,2540,1277.8959,5790,1532,913,324,324,913,1375,3330,-1182,-2430,NA,NA,NA,NA,1920,0,0,TXN US EQUITY
1941,31/12/2009,2009,10427,5428,4999,1991,2916,547,1991,0,24,-24,877,NA,12119,9722,2397,0,0,2925,1240.118,6114,1587,1277,1587,503,1277,1202,2643,-1096,-1411,NA,NA,NA,NA,1470,0,0,TXN US EQUITY
1942,31/12/2010,2010,13966,6474,7492,4514,5427,1323,4514,0,13,-13,865,NA,13401,10437,2964,0,0,3072,1167.4437,7060,1981,1518,1981,621,1518,1520,3820,-1057,-2626,NA,NA,NA,NA,3228,0,0,TXN US EQUITY
1943,31/12/2011,2011,13735,6963,6772,2992,4007,719,2992,42,11,31,904,NA,20497,10952,9545,999,4211,2935,1139.4988,7828,3499,1545,2118,625,1545,1788,3256,-6172,2589,NA,NA,NA,NA,2236,999,4211,TXN US EQUITY
1944,31/12/2012,2012,12825,6457,6368,1973,3374,176,1973,85,8,77,957,NA,20021,10961,9060,0,4186,3965,1108.179,8230,3430,1230,1928,444,1230,1757,3414,-1039,-1951,NA,NA,NA,NA,1759,0,4186,TXN US EQUITY
1945,31/12/2013,2013,12205,5841,6364,2832,4129,592,2832,95,10,85,879,NA,18938,10807,8131,0,4158,3829,1082.803,8019,2747,1203,1746,422,1203,1731,3384,-3,-3170,NA,NA,NA,NA,2162,0,4158,TXN US EQUITY
1946,31/12/2014,2014,13045,5618,7427,3947,5177,1053,3947,94,7,87,850,NA,17372,10390,6982,0,3630,3541,1046.6268,7421,2658,1246,1657,437,1246,1784,3892,-377,-3943,NA,NA,NA,NA,2821,0,3630,TXN US EQUITY
1947,31/12/2015,2015,13000,5425,7575,4322,5455,1230,4322,90,NA,NA,766,NA,16230,9946,6284,0,3120,3218,1011.2684,7074,2555,1165,1555,386,1165,1691,4397,-302,-4294,NA,NA,NA,NA,2986,0,3120,TXN US EQUITY
1948,31/12/2016,2016,13370,5113,8257,4855,5810,1335,4855,80,NA,NA,605,NA,16431,10473,5958,0,2978,3490,995.984,7457,2264,1267,1633,396,1267,1790,4614,-650,-3810,NA,NA,NA,NA,3595,0,2978,TXN US EQUITY
1949,31/12/2017,2017,14961,5347,9614,6083,6987,2398,6083,78,0,78,539,NA,17642,10337,7305,0,3577,4469,983.1587,8734,2258,1278,1758,466,1278,1957,5363,-1127,-3734,NA,NA,NA,NA,3682,0,3577,TXN US EQUITY
1950,31/12/2018,2018,15784,5507,10277,6713,7667,1106,6713,125,0,125,590,NA,17137,8994,8143,0,4319,4233,945.1503,8097,2474,1207,1725,478,1207,2217,7189,-78,-6329,NA,NA,NA,NA,5580,0,4319,TXN US EQUITY
1951,31/12/2004,2004,14705.7,NA,NA,6324.1,NA,2025.9,NA,NA,7267.9,-7111.3,NA,1918.6,195104,19539,175565,NA,34739,47690,1857.6229,NA,NA,NA,NA,NA,NA,NA,5224.8,-8515.6,1045.1,NA,NA,NA,NA,4166.8,NA,NA,USB US EQUITY
1952,31/12/2005,2005,16596,NA,NA,6625,NA,2176,NA,NA,8491,-7055,NA,2060,209465,20086,189379,NA,37069,49349,1814.954,NA,NA,NA,NA,NA,NA,NA,3412,-11773,10026,NA,NA,NA,NA,4489,NA,NA,USB US EQUITY
1953,31/12/2006,2006,19057,NA,NA,6844,NA,2112,NA,NA,10026,-6741,NA,2237,219232,21197,198035,NA,37602,48669,1764.7143,NA,NA,NA,NA,NA,NA,NA,5429,-8849,4023,NA,NA,NA,NA,4751,NA,NA,USB US EQUITY
1954,31/12/2007,2007,20308,NA,NA,6644,NA,1883,NA,NA,10764,-6689,NA,2372,237615,21046,216569,NA,43440,51926,1727.857,NA,NA,NA,NA,NA,NA,NA,2602,-15006,12784,NA,NA,NA,NA,4324,NA,NA,USB US EQUITY
1955,31/12/2008,2008,19229,NA,NA,4080,NA,1087,NA,NA,10207,NA,NA,2211,265912,26300,239612,NA,38359,43920,1755.0323,NA,NA,NA,NA,NA,NA,NA,5307,-16319,8987,NA,NA,NA,NA,2946,NA,NA,USB US EQUITY
1956,31/12/2009,2009,19490,NA,NA,2632,NA,395,NA,NA,9655,NA,NA,1883,281176,26661,254515,31312,32580,49916,1912.9388,NA,NA,NA,NA,NA,NA,NA,7600,-719,-7534,NA,NA,NA,NA,2205,31312,32580,USB US EQUITY
1957,31/12/2010,2010,20518,NA,NA,4200,NA,935,NA,NA,10311,NA,NA,1847,307786,30322,277464,32557,31537,64477,1920.9034,NA,NA,NA,NA,NA,NA,NA,5241,-16372,19412,NA,NA,NA,NA,3317,32557,31537,USB US EQUITY
1958,31/12/2011,2011,21399,NA,NA,6629,NA,1841,NA,NA,10619,NA,NA,2020,340122,34971,305151,23482,31953,64280,1909.8217,NA,NA,NA,NA,NA,NA,NA,9820,-32704,22359,NA,NA,NA,NA,4872,23482,31953,USB US EQUITY
1959,31/12/2012,2012,22202,NA,NA,7726,NA,2236,NA,NA,10809,NA,NA,2074,353855,40267,313588,26302,25516,47003,1869.4315,NA,NA,NA,NA,NA,NA,NA,7958,-20253,6585,NA,NA,NA,NA,5647,26302,25516,USB US EQUITY
1960,31/12/2013,2013,21059,NA,NA,7764,NA,2032,NA,NA,10451,NA,NA,1834,364021,41807,322214,27608,20049,49223,1824.7485,NA,NA,NA,NA,NA,NA,NA,11446,-21024,9803,NA,NA,NA,NA,5836,27608,20049,USB US EQUITY
1961,31/12/2014,2014,21392,NA,NA,7995,NA,2087,NA,NA,10234,NA,302,1994,402529,44168,358361,29893,32260,66723,1785.8667,NA,NA,NA,NA,NA,NA,NA,5332,-29812,26657,NA,NA,NA,NA,5851,29893,32260,USB US EQUITY
1962,31/12/2015,2015,21494,NA,NA,8030,NA,2097,NA,NA,10195,NA,307,2207,421853,46817,375036,27877,32078,73144,1745.1909,NA,NA,NA,NA,NA,NA,NA,8782,-21150,12861,NA,NA,NA,NA,5879,27877,32078,USB US EQUITY
1963,31/12/2016,2016,22424,NA,NA,8105,NA,2161,NA,NA,10902,NA,291,2232,445964,47933,398031,13963,33323,81989,1696.9122,NA,NA,NA,NA,NA,NA,NA,5336,-17958,17180,NA,NA,NA,NA,5888,13963,33323,USB US EQUITY
1964,31/12/2017,2017,23663,NA,NA,7517,NA,1264,NA,NA,11970,NA,293,2376,462040,49666,412374,16651,32259,85323,1655.6455,NA,NA,NA,NA,NA,NA,NA,6472,-12126,9454,NA,NA,NA,NA,6218,16651,32259,USB US EQUITY
1965,31/12/2018,2018,25775,NA,NA,8678,NA,1554,NA,NA,13392,NA,306,2781,467374,51657,415717,14139,41340,85713,1608.3347,NA,NA,NA,NA,NA,NA,NA,10564,-8977,361,NA,NA,NA,NA,7096,14139,41340,USB US EQUITY
1966,31/12/2004,2004,13220,10358,2862,773,1218,209,773,128,NA,128,443,NA,8181,1674,6507,NA,1160,243,67,4514,3985,2032,2297,2297,2032,1701,794,-439,-361,NA,NA,NA,NA,406,NA,NA,WHR US EQUITY
1967,31/12/2005,2005,14317,11269,3048,849,1291,171,849,130,NA,130,NA,NA,8248,1837,6411,NA,745,524,68,4710,4301,2081,2330,2330,2081,1591,881,-430,-170,NA,NA,NA,NA,422,NA,NA,WHR US EQUITY
1968,31/12/2006,2006,18080,15420,2660,878,1428,126,878,202,NA,202,520,NA,14295,3331,11510,NA,1798,262,78,6517,6773,2676,2945,2945,2676,2348,880,-1194,52,NA,NA,NA,NA,433,NA,NA,WHR US EQUITY
1969,31/12/2007,2007,19408,16517,2891,1124,1717,117,1124,203,NA,203,562,NA,14009,3980,10029,NA,1668,201,76,6555,5893,2604,3260,3260,2604,2665,927,-331,-657,NA,NA,NA,NA,640,NA,NA,WHR US EQUITY
1970,31/12/2008,2008,18907,16383,2524,549,1146,-201,549,203,NA,NA,569,NA,13532,3073,10459,NA,2002,146,73,6044,5563,2103,2805,2805,2103,2591,327,-433,51,NA,NA,NA,NA,418,NA,NA,WHR US EQUITY
1971,31/12/2009,2009,17099,14713,2386,688,1213,-61,688,219,0,219,497,NA,15094,3760,11334,23,2502,1380,75,7025,5941,2500,4916,3308,2500,2197,1550,-499,183,NA,NA,NA,NA,328,23,2502,WHR US EQUITY
1972,31/12/2010,2010,18366,15652,2714,1008,1563,-64,1008,225,0,225,527,NA,15584,4320,11264,2,2195,1368,76,7315,6149,2278,5224,3660,2278,2792,1078,-606,-484,NA,NA,NA,NA,619,2,2195,WHR US EQUITY
1973,31/12/2011,2011,18666,16089,2577,792,1350,-436,792,213,0,213,530,NA,15181,4280,10901,1,2129,1109,76,6422,6297,2105,5257,3512,2105,2354,530,-596,-193,NA,NA,NA,NA,390,1,2129,WHR US EQUITY
1974,31/12/2012,2012,18143,15250,2893,869,1420,133,869,199,0,199,521,NA,15396,4367,11029,7,1944,1168,79,6827,6510,2038,5329,3698,2038,2354,696,-494,-143,NA,NA,NA,NA,401,7,1944,WHR US EQUITY
1975,31/12/2013,2013,18769,15471,3298,1249,1789,68,1249,177,0,177,515,NA,15544,5034,10510,10,1846,1380,77,7022,6794,2005,5472,3865,2005,2408,1262,-582,-468,NA,NA,NA,NA,827,10,1846,WHR US EQUITY
1976,31/12/2014,2014,19872,16477,3395,1188,1748,189,1188,165,0,165,527,NA,20002,5796,14206,569,3544,1026,78,8098,8403,2768,6754,4730,2768,2740,1479,-2456,623,NA,NA,NA,NA,650,569,3544,WHR US EQUITY
1977,31/12/2015,2015,20891,17231,3660,1242,1910,209,1242,165,0,165,594,NA,19010,5674,13336,20,3470,772,78,7325,7744,2530,6236,4403,2530,2619,1225,-681,-798,NA,NA,NA,NA,783,20,3470,WHR US EQUITY
1978,31/12/2016,2016,20718,17026,3692,1368,2023,186,1368,161,0,161,584,NA,19153,5728,13425,34,3876,1085,74,7339,7662,2711,6197,4416,2711,2623,1203,-612,-314,NA,NA,NA,NA,888,34,3876,WHR US EQUITY
1979,31/12/2017,2017,21253,17651,3602,1136,1790,550,1136,162,0,162,575,NA,20038,5128,14910,450,4392,1196,71,7930,8505,2665,6738,4797,2665,2988,1264,-721,-490,NA,NA,NA,NA,350,450,4392,WHR US EQUITY
1980,31/12/2018,2018,21037,17500,3537,279,924,138,279,192,0,192,570,NA,18347,3205,15142,1034,4046,1498,64,7898,9678,2210,6397,4487,2210,2533,1229,-399,-585,NA,NA,NA,NA,-183,1034,4046,WHR US EQUITY
1981,31/12/2004,2004,12461.3,10751.7,1709.6,1285.9,1963.9,131.3,1285.9,827.7,NA,827.7,667.4,48,23993,5055.6,18937.4,NA,7711.9,930,558,6043.6,5145.9,1422.8,1043.2,1043.2,NA,261.1,1473.8,629.4,-3505.5,NA,NA,NA,NA,163.7,NA,NA,WMB US EQUITY
1982,31/12/2005,2005,12583.6,10871,1712.6,1171.1,1923.8,213.9,1171.1,664.5,NA,664.5,739,23.7,29442.6,5641.6,23801,NA,7590.5,1597.2,573.4,9697.3,8450.2,1613.8,1360.6,1360.6,1613.8,272.6,1449.9,-819.2,36.5,NA,NA,NA,NA,313.6,122.6,7590.5,WMB US EQUITY
1983,31/12/2006,2006,9376,7566,1810,1255,2165,211,1255,653,NA,653,863,168,25402,7154,18248,NA,7622,2269,597,6322,4694,981,906,906,981,238,1890,-2321,1103,NA,NA,NA,NA,309,NA,NA,WMB US EQUITY
1984,31/12/2007,2007,10486,8007,2479,1865,2947,524,1865,653,NA,NA,1100,257,25061,7805,17256,NA,7757,1699,586,5538,4431,1192,1131,1131,1192,209,1808,-2296,-511,NA,NA,NA,NA,990,NA,NA,WMB US EQUITY
1985,31/12/2008,2008,11890,8776,3114,2533,3843,677,2533,577,55,522,1300,189,26006,9054,16952,NA,7686,1438,578,4411,3519,884,1052,1052,NA,260,3355,-3183,-432,NA,NA,NA,NA,1418,18,7683,WMB US EQUITY
1986,31/12/2009,2009,5278,3712,1566,1106,2575,204,1106,595,NA,NA,1469,38,25280,9019,16261,0,8260,1867,583,3793,2477,829,1245,934,829,222,2572,-2310,166,NA,NA,NA,NA,285,0,8259,WMB US EQUITY
1987,31/12/2010,2010,9616,7185,2431,44,1551,-30,44,581,NA,NA,1507,209,24972,8619,16353,0,8603,795,585,2530,2574,859,1355,918,859,303,2651,-4296,573,NA,NA,NA,NA,-1097,0,8600,WMB US EQUITY
1988,31/12/2011,2011,7930,3934,3996,1867,3481,124,1867,573,NA,NA,658,13,16502,2586,13916,0,8371,889,591,1894,1675,637,858,691,637,169,3439,-3003,-342,NA,NA,NA,NA,376,0,8369,WMB US EQUITY
1989,31/12/2012,2012,7486,3496,3990,1612,2368,360,1612,509,NA,NA,712,77,24327,7427,16900,0,10735,839,681,1924,1549,688,1068,920,688,175,1835,-6921,5036,NA,NA,NA,NA,859,0,10734,WMB US EQUITY
1990,31/12/2013,2013,6860,3027,3833,1375,2190,401,1375,510,NA,NA,752,81,27142,8921,18221,225,11353,681,683,1683,1983,600,1127,960,600,194,2217,-4052,1677,NA,NA,NA,NA,430,225,11353,WMB US EQUITY
1991,31/12/2014,2014,7637,3016,4621,1569,2745,1249,1569,747,NA,NA,967,43,50455,20172,30283,798,20780,240,747,1890,2567,972,1133,865,972,231,2115,-10157,7601,NA,NA,NA,NA,2114,798,20779,WMB US EQUITY
1992,31/12/2015,2015,7360,1779,5581,226,1964,-399,226,1044,NA,NA,1382,27,49020,16225,32795,499,23812,100,749,1527,2497,1041,1028,744,1041,127,2708,-3299,451,NA,NA,NA,NA,-571,499,23812,WMB US EQUITY
1993,31/12/2016,2016,7499,1725,5774,700,2463,-25,700,1179,NA,NA,1407,63,46835,14046,32789,93,22624,170,750,1462,2949,938,933,623,938,138,3680,-416,-3194,NA,NA,NA,NA,-424,93,22624,WMB US EQUITY
1994,31/12/2017,2017,8031,2300,5731,927,2663,-1974,927,1083,NA,NA,1389,282,46352,16175,30177,0,20434,899,826,2179,2646,976,1245,978,976,113,3089,100,-2460,NA,NA,NA,NA,2174,0,20434,WMB US EQUITY
1995,31/12/2018,2018,8686,2707,5979,768,2493,138,768,1112,NA,NA,1392,219,45302,15997,29305,0,22367,168,1210,1464,1811,992,944,662,992,130,3293,-2725,-1299,NA,NA,NA,NA,-155,0,22367,WMB US EQUITY
1996,31/12/2004,2004,374.909,207.121,167.788,73.58,85.943,30.421,73.58,0.767,5.906,NA,12.3,NA,454.058,357.211,96.847,NA,7.955,273.291,68.431,353.259,81.576,62.703,13.118,13.118,NA,0.856,62.966,-110.992,-30.928,NA,NA,NA,NA,-48.192,NA,NA,WWE US EQUITY
1997,30/04/2005,2005,366.431,213.289,153.142,50.293,61.743,18.581,50.293,0.642,NA,0.642,NA,5.362,441.405,375.534,65.871,NA,7.198,258.055,68.8807,336.748,58.673,61.901,15.669,15.669,61.901,1.057,16.49,15.827,-24.216,NA,NA,NA,NA,39.147,0.756,7.198,WWE US EQUITY
1998,30/04/2006,2006,400.051,227.172,172.879,70.54,81.012,30.884,70.54,0.587,NA,0.587,8.444,7.39,479.39,396.181,83.209,NA,6.381,280.858,70.557,362.018,76.828,67.775,19.826,19.826,67.775,1.788,67.264,84.886,-33.515,NA,NA,NA,NA,47.047,0.817,6.381,WWE US EQUITY
1999,31/12/2007,2007,485.655,298.769,186.886,68.433,106.814,24.337,68.433,0.552,NA,0.552,7.93,9.11,470.056,383.38,86.676,NA,4.875,266.353,71.788,347.72,71.574,56.597,21.951,21.951,56.597,4.717,98.163,13.006,-61.631,NA,NA,NA,NA,52.137,0.927,4.875,WWE US EQUITY
2000,31/12/2008,2008,526.457,311.784,214.673,70.287,83.37,23.94,70.287,0.422,NA,0.422,11.703,5.872,429.41,359.974,69.436,NA,3.872,177.341,72.853,280.028,58.332,60.133,18.334,18.334,60.133,4.958,36.243,21.74,-74.133,NA,NA,NA,NA,45.416,1.002,3.872,WWE US EQUITY
2001,31/12/2009,2009,475.161,255.847,219.314,77.133,91.557,29.127,77.133,0.339,NA,0.339,13.396,3.051,440.621,337.021,103.6,0,2.79,208.224,73.4602,294.859,72.13,62.732,56.445,21.281,62.732,2.182,116.407,-6.431,-79.847,NA,NA,NA,NA,50.303,0,2.79,WWE US EQUITY
2002,31/12/2010,2010,477.655,274.298,203.357,82.258,93.965,28.488,82.258,0.26,NA,NA,11.504,2.047,415.729,316.748,98.981,0,1.621,166.947,73.9986,259.069,72.411,52.051,42.919,18.441,52.051,2.087,39.804,-40.382,-79.383,NA,NA,NA,NA,53.452,0,1.621,WWE US EQUITY
2003,31/12/2011,2011,483.921,315.183,168.738,37.019,51.999,12.049,37.019,0.623,NA,NA,14.52,2.054,378.624,295.143,83.481,0,0.359,155.761,74.4188,239.743,69.254,56.741,46.283,15.897,56.741,1.658,63.186,-30.712,-49.806,NA,NA,NA,NA,24.832,0,0.359,WWE US EQUITY
2004,31/12/2012,2012,484.013,284.453,199.56,43.195,63.219,11.252,43.195,1.704,NA,1.704,NA,2.19,381.383,294.726,86.657,0,0,152.374,74.7545,234.532,77.565,50.716,48.954,7.364,50.716,1.77,63.051,-12.876,-36.618,NA,NA,NA,NA,31.432,0,0,WWE US EQUITY
2005,31/12/2013,2013,507.97,323.028,184.942,5.891,30.36,1.839,5.891,1.746,NA,NA,NA,1.426,378.462,265.948,112.514,0,25.385,109.387,75.1006,200.197,82.245,59.552,47.882,8.565,59.552,2.874,23.753,-50.844,-6.046,NA,NA,NA,NA,2.764,0,25.385,WWE US EQUITY
2006,31/12/2014,2014,542.62,377.615,165.005,-42.157,-13.15,-19.232,-42.157,2.084,NA,NA,25.059,0.679,382.554,205.861,176.693,0,21.575,115.413,75.4779,197.221,100.575,40.088,57.578,6.721,40.088,4.735,54.687,-1.204,-39.167,NA,NA,NA,NA,-30.072,0,21.575,WWE US EQUITY
2007,31/12/2015,2015,658.768,397.316,261.452,38.794,65.424,12.082,38.794,2.367,NA,NA,21.107,1.792,409.145,209.317,199.828,0,17.135,102.376,75.9042,179.758,131.593,58.437,70.001,8.583,58.437,6.167,49.554,-18.719,-40.043,NA,NA,NA,NA,24.144,0,17.135,WWE US EQUITY
2008,31/12/2016,2016,729.216,430.032,299.184,55.641,85.037,19.372,55.641,3.02,NA,NA,23.195,2.392,600.903,239.743,361.16,0,196.604,267.14,75.9042,349.306,133.134,53.155,70.36,10.118,53.155,6.531,56.621,-24.089,141.425,NA,NA,NA,NA,33.841,0,196.604,WWE US EQUITY
2009,31/12/2017,2017,800.959,458.981,341.978,75.578,107.608,31.42,75.578,14.736,NA,NA,24.68,3.409,614.507,252.959,361.548,0,208.858,297.444,77.1079,390.982,138.194,65.245,77.738,12.727,65.245,8.332,96.588,-133.739,-37.125,NA,NA,NA,NA,32.64,0,208.858,WWE US EQUITY
2010,31/12/2018,2018,930.16,609.182,320.978,114.478,146.245,6.449,114.478,15.405,0,15.405,24.176,NA,700.299,316.237,384.062,183.09,25.696,359.143,78.0248,474.008,357.539,78.925,120.158,12.198,78.925,7.753,186.719,-66.087,-90.875,NA,NA,NA,NA,99.588,183.09,25.696,WWE US EQUITY
2011,31/12/2004,2004,22665,17208,5457,2706,4028,662,2706,829,884,-55,1322,NA,29954,9255,20699,NA,10144,1197,242.4719,5489,3151,1647,1197,1197,1647,2045,2200,-401,-804,NA,NA,NA,NA,1283,494,10058,WY US EQUITY
2012,25/12/2005,2005,22046,18360,3686,1990,3327,318,1990,680,906,-226,1200,NA,28229,9800,18429,NA,8255,1104,243.1384,5204,3262,1769,1241,1241,1769,1917,1752,451,-2296,NA,NA,NA,NA,733,NA,8191,WY US EQUITY
2013,31/12/2006,2006,18671,15492,3179,1599,2882,480,1599,435,100,335,1200,NA,26862,9085,17777,NA,7675,243,238.0081,4285,3129,1713,1048,1048,1713,1929,1609,-899,-1571,NA,NA,NA,NA,453,NA,NA,WY US EQUITY
2014,30/12/2007,2007,10824,9351,1473,231,1205,-181,231,409,90,319,859,NA,23806,7981,15825,NA,6520,114,211.1466,3098,2921,1396,869,869,1396,1255,643,816,-1588,NA,NA,NA,NA,790,NA,NA,WY US EQUITY
2015,31/12/2008,2008,8100,6989,1111,-2511,-1852,-900,-2511,446,80,366,541,NA,16695,4847,11848,NA,5609,2426,211.2893,4090,1722,429,381,381,429,702,-1299,5459,-1980,NA,NA,NA,NA,-1176,408,5609,WY US EQUITY
2016,31/12/2009,2009,5528,5127,401,-488,20,-274,-488,462,74,388,425,NA,15250,4054,11196,4,5643,1911,211.359,3667,995,370,948,317,370,447,-162,263,-526,NA,NA,NA,NA,-545,4,5643,WY US EQUITY
2017,31/12/2010,2010,5954,4831,1123,446,949,-1192,446,452,83,369,391,NA,13429,4614,8815,0,5060,1466,535.9755,2589,1074,432,1074,340,432,478,689,164,-1255,NA,NA,NA,NA,1281,0,5060,WY US EQUITY
2018,31/12/2011,2011,6216,5120,1096,599,1079,-62,599,384,47,337,361,NA,12634,4267,8367,0,4466,950,536.4254,2065,941,468,929,336,468,476,291,122,-927,NA,NA,NA,NA,331,0,4466,WY US EQUITY
2019,31/12/2012,2012,7059,5810,1249,729,1185,55,729,348,52,296,344,NA,12592,4113,8479,0,4393,898,542.3926,2407,1605,523,1035,373,523,531,581,-192,-444,NA,NA,NA,NA,385,0,4393,WY US EQUITY
2020,31/12/2013,2013,7254,5716,1538,634,1106,-171,634,369,55,314,332,NA,14577,6832,7745,2,5402,830,583.5484,2326,1128,518,972,343,518,542,1004,-1829,762,NA,NA,NA,NA,563,2,5402,WY US EQUITY
2021,31/12/2014,2014,5489,4183,1306,987,1487,71,987,338,38,300,178,NA,13265,5304,7961,0,5402,1580,524.4743,2805,918,525,918,331,525,595,1109,361,-725,NA,NA,NA,NA,1826,0,5402,WY US EQUITY
2022,31/12/2015,2015,5246,4121,1125,658,1137,-58,658,341,36,305,160,NA,12720,4869,7851,4,5298,1011,510.4833,3639,1325,276,631,204,276,325,1075,-487,-1156,NA,NA,NA,NA,506,4,5298,WY US EQUITY
2023,31/12/2016,2016,6365,4980,1385,822,1387,89,822,431,65,366,512,NA,19243,9180,10063,1,6840,676,748.5281,1622,1206,390,924,233,390,358,735,2559,-3630,NA,NA,NA,NA,1027,1,6840,WY US EQUITY
2024,31/12/2017,2017,7196,5298,1898,1131,1652,134,1131,393,39,354,206,NA,18059,8899,9160,NA,6232,824,755.2227,1715,1165,396,894,249,396,383,1201,367,-1420,NA,NA,NA,NA,582,0,6232,WY US EQUITY
2025,31/12/2018,2018,7476,5592,1884,1394,1880,59,1394,375,60,315,486,NA,17249,9046,8203,425,5419,334,746.3909,1602,1939,337,712,222,337,389,1112,-440,-1162,NA,NA,NA,NA,748,425,5419,WY US EQUITY
2026,31/12/2004,2004,263989,213170,50819,35872,45639,15911,35872,638,NA,638,NA,NA,195256,105708,89548,NA,5013,18531,6401,60377,42981,25359,18186,18186,20712,9487,41327,-14910,-17736,NA,NA,NA,NA,25330,NA,NA,XOM US EQUITY
2027,31/12/2005,2005,328213,263845,64368,49002,59255,23302,49002,496,NA,496,NA,NA,208335,114713,93622,NA,6220,28671,6133,73342,46307,27484,22788,22788,NA,9321,48138,-10270,-27728,NA,NA,NA,NA,36130,NA,NA,XOM US EQUITY
2028,31/12/2006,2006,335086,262693,72393,56939,68355,27902,56939,654,NA,NA,11416,NA,219015,117648,101367,NA,6645,28244,5729,75777,48817,28942,39082,39082,NA,10714,49286,-14230,-35483,NA,NA,NA,NA,39500,NA,NA,XOM US EQUITY
2029,31/12/2007,2007,358600,284586,74014,57655,69905,29864,57655,400,NA,NA,12250,NA,242082,126044,116038,NA,7183,34500,5382,85963,58312,36450,45275,45275,NA,11089,52002,-9728,-36537,NA,NA,NA,NA,40610,NA,NA,XOM US EQUITY
